campaign,ad_group,audience_segment,placement,headline,description,keywords,QPI,CPQL,Score,decision,reason
DSA-India,DSA-Core,Graduates,search,Master DSA Fast,Solve 200+ problems,"dsa, interview prep",0.0011568086384400001,1014.2622222222222,0.4463262668554099,MONITOR,Performance within acceptable range
DSA-India,DSA-Core,Graduates,search,Master DSA Fast,Solve 200+ problems,"dsa, interview prep",0.001189349828068318,941.4371428571429,0.6227189848975425,MONITOR,Performance within acceptable range
DSA-India,DSA-Core,Graduates,search,Master DSA Fast,Solve 200+ problems,"dsa, interview prep",0.0013438194255,638.4457142857143,1.404744951379115,KEEP,"QPI above Q3 (0.0013), CPQL below median (₹638)"
DSA-India,DSA-Core,Graduates,search,Master DSA Fast,Solve 200+ problems,"dsa, interview prep",0.0012024686327659559,893.0376923076923,0.7184850459400995,MONITOR,Performance within acceptable range
DSA-India,DSA-Core,Graduates,search,Master DSA Fast,Solve 200+ problems,"dsa, interview prep",0.0009648812379999999,835.8691666666667,0.19311655165348707,MONITOR,Performance within acceptable range
DSA-India,DSA-Core,Graduates,search,Master DSA Fast,Solve 200+ problems,"dsa, interview prep",0.001113912338,690.5853333333333,0.7572160007054259,MONITOR,Performance within acceptable range
DSA-India,DSA-Core,Graduates,search,Master DSA Fast,Solve 200+ problems,"dsa, interview prep",0.001269921812434708,765.3838461538461,1.0539492616804553,KEEP,"QPI above Q3 (0.0013), CPQL below median (₹765)"
DSA-India,DSA-Core,Graduates,search,Master DSA Fast,Solve 200+ problems,"dsa, interview prep",0.0010210029059191503,829.3266666666667,0.3431734666741092,MONITOR,Performance within acceptable range
DSA-India,DSA-Core,Graduates,search,Master DSA Fast,Solve 200+ problems,"dsa, interview prep",0.0008304725028599999,1096.5,-0.4834490748912328,PAUSE,CPQL above 1.2x median (₹1096)
DSA-India,DSA-Core,Graduates,search,Master DSA Fast,Solve 200+ problems,"dsa, interview prep",0.000836947948690895,889.1418181818182,-0.19861694410690864,MONITOR,Performance within acceptable range
DSA-India,DSA-Core,Graduates,search,Master DSA Fast,Solve 200+ problems,"dsa, interview prep",0.00098928353802054,573.6863636363637,0.5941642030881064,MONITOR,Performance within acceptable range
DSA-India,DSA-Core,Graduates,search,Master DSA Fast,Solve 200+ problems,"dsa, interview prep",0.0006463753757974199,1059.8575,-0.9004486409697595,PAUSE,QPI below Q1 (0.0006)
DSA-India,DSA-Core,Graduates,search,Master DSA Fast,Solve 200+ problems,"dsa, interview prep",0.00046657964408655607,1580.7125,-2.028466618759606,PAUSE,QPI below Q1 (0.0005)
DSA-India,DSA-Core,Graduates,search,Master DSA Fast,Solve 200+ problems,"dsa, interview prep",0.0005177122409236049,1546.614,-1.8553156687101626,PAUSE,QPI below Q1 (0.0005)
DSA-India,DSA-Core,Graduates,search,Master DSA Fast,Solve 200+ problems,"dsa, interview prep",0.00018330445212393605,3011.08,-4.595218903739983,PAUSE,QPI below Q1 (0.0002)
DSA-India,DSA-Core,Graduates,search,Master DSA Fast,Solve 200+ problems,"dsa, interview prep",0.00127619886336,614.945,1.264579439409887,KEEP,"QPI above Q3 (0.0013), CPQL below median (₹615)"
DSA-India,DSA-Core,Graduates,search,Crack FAANG Interviews,20-week live cohort,"faang, coding interview",0.000765979479,1217.9211111111113,-0.8033749258774252,PAUSE,CPQL above 1.2x median (₹1218)
DSA-India,DSA-Core,Graduates,search,Crack FAANG Interviews,20-week live cohort,"faang, coding interview",0.0005297969009718,1417.0375,-1.6570472825369178,PAUSE,QPI below Q1 (0.0005)
DSA-India,DSA-Core,Graduates,search,Crack FAANG Interviews,20-week live cohort,"faang, coding interview",0.00042140975489751606,1805.375,-2.433324574126588,PAUSE,QPI below Q1 (0.0004)
DSA-India,DSA-Core,Graduates,search,Crack FAANG Interviews,20-week live cohort,"faang, coding interview",0.0006062089943750001,895.722,-0.7892523684975628,PAUSE,QPI below Q1 (0.0006)
DSA-India,DSA-Core,Graduates,search,Crack FAANG Interviews,20-week live cohort,"faang, coding interview",0.00043108863486012,2352.155,-3.1168990582557674,PAUSE,QPI below Q1 (0.0004)
DSA-India,DSA-Core,Graduates,search,Crack FAANG Interviews,20-week live cohort,"faang, coding interview",0.0012139293735000001,876.6533333333333,0.7686136702355912,KEEP,"QPI above Q3 (0.0012), CPQL below median (₹877)"
DSA-India,DSA-Core,Graduates,search,Crack FAANG Interviews,20-week live cohort,"faang, coding interview",0.0006060392425000001,1177.894,-1.155048235206729,PAUSE,QPI below Q1 (0.0006)
DSA-India,DSA-Core,Graduates,search,Crack FAANG Interviews,20-week live cohort,"faang, coding interview",0.000919507145464908,1341.5727272727272,-0.5761597999836952,PAUSE,CPQL above 1.2x median (₹1342)
DSA-India,DSA-Core,Graduates,search,Crack FAANG Interviews,20-week live cohort,"faang, coding interview",0.0006103684854038401,1276.6366666666665,-1.2719822528057851,PAUSE,QPI below Q1 (0.0006)
DSA-India,DSA-Core,Graduates,search,Crack FAANG Interviews,20-week live cohort,"faang, coding interview",0.00032047253247338,2587.85,-3.7011520025146663,PAUSE,QPI below Q1 (0.0003)
DSA-India,DSA-Core,Graduates,search,Crack FAANG Interviews,20-week live cohort,"faang, coding interview",0.001201371030638128,542.0161538461539,1.1702327350777044,MONITOR,Performance within acceptable range
DSA-India,DSA-Core,Graduates,search,Crack FAANG Interviews,20-week live cohort,"faang, coding interview",0.0007146973545327,1190.758,-0.8975791200271,PAUSE,CPQL above 1.2x median (₹1191)
DSA-India,DSA-Core,Graduates,search,Crack FAANG Interviews,20-week live cohort,"faang, coding interview",0.000968052688273552,1105.771,-0.14836212681554525,PAUSE,CPQL above 1.2x median (₹1106)
DSA-India,DSA-Core,Graduates,search,Crack FAANG Interviews,20-week live cohort,"faang, coding interview",0.00073326579414088,1193.06375,-0.8537196822074119,PAUSE,CPQL above 1.2x median (₹1193)
DSA-India,DSA-Core,Graduates,search,Crack FAANG Interviews,20-week live cohort,"faang, coding interview",0.0014887061685,566.4457142857143,1.8634980488081854,KEEP,"QPI above Q3 (0.0015), CPQL below median (₹566)"
DSA-India,DSA-Core,Graduates,search,Crack FAANG Interviews,20-week live cohort,"faang, coding interview",0.000603381717617679,1218.0633333333333,-1.2137655808299859,PAUSE,QPI below Q1 (0.0006)
FS-India,FS-Core,Graduates,search,Full-Stack in 12 Weeks,Build 5 projects,"full stack, MERN",0.001555550268836265,426.5391666666667,2.213290949770549,KEEP,"QPI above Q3 (0.0016), CPQL below median (₹427)"
FS-India,FS-Core,Graduates,search,Full-Stack in 12 Weeks,Build 5 projects,"full stack, MERN",0.001161356163551766,883.3978571428571,0.6272473226869606,MONITOR,Performance within acceptable range
FS-India,FS-Core,Graduates,search,Full-Stack in 12 Weeks,Build 5 projects,"full stack, MERN",0.0009301574698415998,739.0649999999999,0.2308603035824603,MONITOR,Performance within acceptable range
FS-India,FS-Core,Graduates,search,Full-Stack in 12 Weeks,Build 5 projects,"full stack, MERN",0.0009308777762324041,836.3625,0.10669281261624182,MONITOR,Performance within acceptable range
FS-India,FS-Core,Graduates,search,Full-Stack in 12 Weeks,Build 5 projects,"full stack, MERN",0.0008971334294999998,677.1333333333333,0.2277378694678638,MONITOR,Performance within acceptable range
FS-India,FS-Core,Graduates,search,Full-Stack in 12 Weeks,Build 5 projects,"full stack, MERN",0.0010491483768,643.2158333333333,0.6551634672138671,MONITOR,Performance within acceptable range
FS-India,FS-Core,Graduates,search,Full-Stack in 12 Weeks,Build 5 projects,"full stack, MERN",0.0007353016166976481,1107.655,-0.7379929764806077,PAUSE,CPQL above 1.2x median (₹1108)
FS-India,FS-Core,Graduates,search,Full-Stack in 12 Weeks,Build 5 projects,"full stack, MERN",0.001088760871008,560.6433333333333,0.8620172349305849,MONITOR,Performance within acceptable range
FS-India,FS-Core,Graduates,search,Full-Stack in 12 Weeks,Build 5 projects,"full stack, MERN",0.00162472658925,643.4542105263157,2.1069407516763343,KEEP,"QPI above Q3 (0.0016), CPQL below median (₹643)"
FS-India,FS-Core,Graduates,search,Full-Stack in 12 Weeks,Build 5 projects,"full stack, MERN",0.00219575159232,375.2180769230769,3.89486261695927,KEEP,"QPI above Q3 (0.0022), CPQL below median (₹375)"
FS-India,FS-Core,Graduates,search,Full-Stack in 12 Weeks,Build 5 projects,"full stack, MERN",0.0009457066854034799,496.96583333333336,0.5835680314502261,MONITOR,Performance within acceptable range
FS-India,FS-Core,Graduates,search,Full-Stack in 12 Weeks,Build 5 projects,"full stack, MERN",0.00133499235225212,593.91,1.440142374046273,KEEP,"QPI above Q3 (0.0013), CPQL below median (₹594)"
FS-India,FS-Core,Graduates,search,Full-Stack in 12 Weeks,Build 5 projects,"full stack, MERN",0.00169342373335197,506.2723809523809,2.4578804928251605,KEEP,"QPI above Q3 (0.0017), CPQL below median (₹506)"
FS-India,FS-Core,Graduates,search,Full-Stack in 12 Weeks,Build 5 projects,"full stack, MERN",0.0010507168087415999,870.9085714285713,0.36429467384701325,MONITOR,Performance within acceptable range
FS-India,FS-Core,Graduates,search,Full-Stack in 12 Weeks,Build 5 projects,"full stack, MERN",0.001552959238210632,489.08210526315787,2.125771117293862,KEEP,"QPI above Q3 (0.0016), CPQL below median (₹489)"
FS-India,FS-Core,Graduates,search,Full-Stack in 12 Weeks,Build 5 projects,"full stack, MERN",0.001025131901164371,855.3553846153847,0.31988719257164344,MONITOR,Performance within acceptable range
DSA-India,DSA-Advanced,Graduates,youtube,Data Science Job Ready,Mentor-led projects,"data science, job ready",0.0005341383852270961,551.5623076923077,0.7372921354239993,MONITOR,Performance within acceptable range
DSA-India,DSA-Advanced,Graduates,youtube,Data Science Job Ready,Mentor-led projects,"data science, job ready",0.000592019310049673,556.8109090909091,1.0620764433615382,KEEP,"QPI above Q3 (0.0006), CPQL below median (₹557)"
DSA-India,DSA-Advanced,Graduates,youtube,Data Science Job Ready,Mentor-led projects,"data science, job ready",0.00070171651494128,394.4925,2.1212127761526487,KEEP,"QPI above Q3 (0.0007), CPQL below median (₹394)"
DSA-India,DSA-Advanced,Graduates,youtube,Data Science Job Ready,Mentor-led projects,"data science, job ready",0.000493809675830856,435.15714285714284,0.8013333241587131,MONITOR,Performance within acceptable range
DSA-India,DSA-Advanced,Graduates,youtube,Data Science Job Ready,Mentor-led projects,"data science, job ready",0.00058518991776278,348.35,1.558963901775646,KEEP,"QPI above Q3 (0.0006), CPQL below median (₹348)"
DSA-India,DSA-Advanced,Graduates,youtube,Data Science Job Ready,Mentor-led projects,"data science, job ready",0.00046853900012181594,634.4233333333334,0.14050594234231292,MONITOR,Performance within acceptable range
DSA-India,DSA-Advanced,Graduates,youtube,Data Science Job Ready,Mentor-led projects,"data science, job ready",0.0002964764475,658.796,-0.9279192562144674,PAUSE,QPI below Q1 (0.0003)
DSA-India,DSA-Advanced,Graduates,youtube,Data Science Job Ready,Mentor-led projects,"data science, job ready",0.00040203384667845,720.37,-0.4695200191519574,PAUSE,CPQL above 1.2x median (₹720)
DSA-India,DSA-Advanced,Graduates,youtube,Data Science Job Ready,Mentor-led projects,"data science, job ready",0.000335576814,861.1133333333333,-1.2203705457564034,PAUSE,CPQL above 1.2x median (₹861)
DSA-India,DSA-Advanced,Graduates,youtube,Data Science Job Ready,Mentor-led projects,"data science, job ready",0.00042351858540498,675.1077777777778,-0.22739310645040772,MONITOR,Performance within acceptable range
DSA-India,DSA-Advanced,Graduates,youtube,Data Science Job Ready,Mentor-led projects,"data science, job ready",0.0002793256647,1239.955,-2.5246925130717957,PAUSE,QPI below Q1 (0.0003)
DSA-India,DSA-Advanced,Graduates,youtube,Data Science Job Ready,Mentor-led projects,"data science, job ready",0.00043024481209785596,766.759,-0.4240892139669381,PAUSE,CPQL above 1.2x median (₹767)
DSA-India,DSA-Advanced,Graduates,youtube,Data Science Job Ready,Mentor-led projects,"data science, job ready",0.00034224045204492005,772.45625,-0.9531240951941027,PAUSE,CPQL above 1.2x median (₹772)
DSA-India,DSA-Advanced,Graduates,youtube,Data Science Job Ready,Mentor-led projects,"data science, job ready",0.0009053814111263999,444.4413636363636,3.182962047656468,KEEP,"QPI above Q3 (0.0009), CPQL below median (₹444)"
DSA-India,DSA-Advanced,Graduates,youtube,Data Science Job Ready,Mentor-led projects,"data science, job ready",0.00033690061657645905,909.8642857142858,-1.338170862020661,PAUSE,CPQL above 1.2x median (₹910)
DSA-India,DSA-Advanced,Graduates,youtube,Data Science Job Ready,Mentor-led projects,"data science, job ready",0.000584801585112096,553.5816666666666,1.0282061614681934,MONITOR,Performance within acceptable range
FS-India,FS-Core,Graduates,youtube,React + Node Bootcamp,Placement support,"react, nodejs",0.0006073757812494559,366.00866666666667,1.6431623733837544,KEEP,"QPI above Q3 (0.0006), CPQL below median (₹366)"
FS-India,FS-Core,Graduates,youtube,React + Node Bootcamp,Placement support,"react, nodejs",0.000621188539033062,335.3430769230769,1.8028609286413741,KEEP,"QPI above Q3 (0.0006), CPQL below median (₹335)"
FS-India,FS-Core,Graduates,youtube,React + Node Bootcamp,Placement support,"react, nodejs",0.0005793075100000001,472.62,1.2045774298410348,MONITOR,Performance within acceptable range
FS-India,FS-Core,Graduates,youtube,React + Node Bootcamp,Placement support,"react, nodejs",0.00033211640759997003,753.98,-0.9647188357353581,PAUSE,QPI below Q1 (0.0003)
FS-India,FS-Core,Graduates,youtube,React + Node Bootcamp,Placement support,"react, nodejs",0.0005902107624,394.13000000000005,1.4704223350749102,KEEP,"QPI above Q3 (0.0006), CPQL below median (₹394)"
FS-India,FS-Core,Graduates,youtube,React + Node Bootcamp,Placement support,"react, nodejs",0.00052027198456976,349.019,1.1778116984355531,MONITOR,Performance within acceptable range
FS-India,FS-Core,Graduates,youtube,React + Node Bootcamp,Placement support,"react, nodejs",0.00034106026048,587.4025,-0.4834937526734302,MONITOR,Performance within acceptable range
FS-India,FS-Core,Graduates,youtube,React + Node Bootcamp,Placement support,"react, nodejs",0.0004930052304558149,410.809,0.8593299613656531,MONITOR,Performance within acceptable range
FS-India,FS-Core,Graduates,youtube,React + Node Bootcamp,Placement support,"react, nodejs",0.00030888934034112,675.28625,-0.897832645888366,PAUSE,QPI below Q1 (0.0003)
FS-India,FS-Core,Graduates,youtube,React + Node Bootcamp,Placement support,"react, nodejs",0.00060314375530098,380.07750000000004,1.5821988384757009,KEEP,"QPI above Q3 (0.0006), CPQL below median (₹380)"
FS-India,FS-Core,Graduates,youtube,React + Node Bootcamp,Placement support,"react, nodejs",0.0003439990755,561.69125,-0.40010856168829645,MONITOR,Performance within acceptable range
FS-India,FS-Core,Graduates,youtube,React + Node Bootcamp,Placement support,"react, nodejs",0.00037877489999999994,480.6733333333334,0.011775289262119404,MONITOR,Performance within acceptable range
FS-India,FS-Core,Graduates,youtube,React + Node Bootcamp,Placement support,"react, nodejs",9.1135073761746e-05,1601.035,-4.554430594778513,PAUSE,QPI below Q1 (0.0001)
FS-India,FS-Core,Graduates,youtube,React + Node Bootcamp,Placement support,"react, nodejs",0.000176615031384792,835.2775,-2.082934019772023,PAUSE,QPI below Q1 (0.0002)
FS-India,FS-Core,Graduates,youtube,React + Node Bootcamp,Placement support,"react, nodejs",0.000174258026753296,863.7675,-2.1700741755476005,PAUSE,QPI below Q1 (0.0002)
FS-India,FS-Core,Graduates,youtube,React + Node Bootcamp,Placement support,"react, nodejs",0.00032252491947475803,647.203,-0.7458193889093002,PAUSE,QPI below Q1 (0.0003)
DSA-India,DSA-Advanced,Working Professionals,search,Upskill to Data Roles,Weekend live classes,"data analytics, upskill",0.000446983858793472,2225.098,-2.5184671253656923,PAUSE,QPI below Q1 (0.0004)
DSA-India,DSA-Advanced,Working Professionals,search,Upskill to Data Roles,Weekend live classes,"data analytics, upskill",0.001073909285132522,967.1738461538462,0.7890209265771198,MONITOR,Performance within acceptable range
DSA-India,DSA-Advanced,Working Professionals,search,Upskill to Data Roles,Weekend live classes,"data analytics, upskill",0.0007842279234636,1290.4983333333332,-0.4530771828551057,PAUSE,CPQL above 1.2x median (₹1290)
DSA-India,DSA-Advanced,Working Professionals,search,Upskill to Data Roles,Weekend live classes,"data analytics, upskill",0.000623757753,1362.2066666666667,-1.0219757176580466,PAUSE,QPI below Q1 (0.0006)
DSA-India,DSA-Advanced,Working Professionals,search,Upskill to Data Roles,Weekend live classes,"data analytics, upskill",0.001621216027911109,903.205,2.5289393828235314,KEEP,"QPI above Q3 (0.0016), CPQL below median (₹903)"
DSA-India,DSA-Advanced,Working Professionals,search,Upskill to Data Roles,Weekend live classes,"data analytics, upskill",0.0013215649185,742.8093333333333,1.7931635775545487,KEEP,"QPI above Q3 (0.0013), CPQL below median (₹743)"
DSA-India,DSA-Advanced,Working Professionals,search,Upskill to Data Roles,Weekend live classes,"data analytics, upskill",0.0007779167087491799,1173.91,-0.3429589165535497,PAUSE,CPQL above 1.2x median (₹1174)
DSA-India,DSA-Advanced,Working Professionals,search,Upskill to Data Roles,Weekend live classes,"data analytics, upskill",0.0013549373162604237,501.38,2.162812263438811,KEEP,"QPI above Q3 (0.0014), CPQL below median (₹501)"
DSA-India,DSA-Advanced,Working Professionals,search,Upskill to Data Roles,Weekend live classes,"data analytics, upskill",0.0013016303776000001,1043.5066666666667,1.3987295906553485,MONITOR,Performance within acceptable range
DSA-India,DSA-Advanced,Working Professionals,search,Upskill to Data Roles,Weekend live classes,"data analytics, upskill",0.0004486818979843199,2785.2439999999997,-3.13481312243413,PAUSE,QPI below Q1 (0.0004)
DSA-India,DSA-Advanced,Working Professionals,search,Upskill to Data Roles,Weekend live classes,"data analytics, upskill",0.0008129777688,688.7822222222222,0.3022408023543584,MONITOR,Performance within acceptable range
DSA-India,DSA-Advanced,Working Professionals,search,Upskill to Data Roles,Weekend live classes,"data analytics, upskill",0.00095924904075,851.2688888888889,0.5679847607460033,MONITOR,Performance within acceptable range
DSA-India,DSA-Advanced,Working Professionals,search,Upskill to Data Roles,Weekend live classes,"data analytics, upskill",0.0006176171448,1291.74,-0.9625126530825634,PAUSE,QPI below Q1 (0.0006)
DSA-India,DSA-Advanced,Working Professionals,search,Upskill to Data Roles,Weekend live classes,"data analytics, upskill",0.001281846255,826.8471428571429,1.578800470690298,KEEP,"QPI above Q3 (0.0013), CPQL below median (₹827)"
DSA-India,DSA-Advanced,Working Professionals,search,Upskill to Data Roles,Weekend live classes,"data analytics, upskill",0.00034497609084174595,2586.6233333333334,-3.2306658911679142,PAUSE,QPI below Q1 (0.0003)
DSA-India,DSA-Advanced,Working Professionals,search,Upskill to Data Roles,Weekend live classes,"data analytics, upskill",0.000660000234666432,700.546,-0.1772969447080377,MONITOR,Performance within acceptable range
FS-India,FS-Advanced,Working Professionals,search,Backend with Python,APIs and Databases,"python, backend",0.000988998014431065,848.475,0.6618003886804303,MONITOR,Performance within acceptable range
FS-India,FS-Advanced,Working Professionals,search,Backend with Python,APIs and Databases,"python, backend",0.0005603044081520641,901.37,-0.7041355811033161,PAUSE,QPI below Q1 (0.0006)
FS-India,FS-Advanced,Working Professionals,search,Backend with Python,APIs and Databases,"python, backend",0.00082413604697424,970.3875,0.023804360652735473,MONITOR,Performance within acceptable range
FS-India,FS-Advanced,Working Professionals,search,Backend with Python,APIs and Databases,"python, backend",0.000630531612212544,1260.3799999999999,-0.8883354071062273,PAUSE,CPQL above 1.2x median (₹1260)
FS-India,FS-Advanced,Working Professionals,search,Backend with Python,APIs and Databases,"python, backend",0.0005499996149993401,1344.9879999999998,-1.22778609873579,PAUSE,QPI below Q1 (0.0005)
FS-India,FS-Advanced,Working Professionals,search,Backend with Python,APIs and Databases,"python, backend",0.000858775008,1143.4371428571428,-0.0625802056331279,MONITOR,Performance within acceptable range
FS-India,FS-Advanced,Working Professionals,search,Backend with Python,APIs and Databases,"python, backend",0.0007914832478,1107.7957142857142,-0.22823078022238857,MONITOR,Performance within acceptable range
FS-India,FS-Advanced,Working Professionals,search,Backend with Python,APIs and Databases,"python, backend",0.0008045063905973399,1024.67,-0.09628420534142332,MONITOR,Performance within acceptable range
FS-India,FS-Advanced,Working Professionals,search,Backend with Python,APIs and Databases,"python, backend",0.001003549334203273,769.2944444444444,0.7940294899702434,MONITOR,Performance within acceptable range
FS-India,FS-Advanced,Working Professionals,search,Backend with Python,APIs and Databases,"python, backend",0.0009867756715036399,433.45875,1.1155152614887556,MONITOR,Performance within acceptable range
FS-India,FS-Advanced,Working Professionals,search,Backend with Python,APIs and Databases,"python, backend",0.0011758761138369962,596.6311111111112,1.5111003361590405,KEEP,"QPI above Q3 (0.0012), CPQL below median (₹597)"
FS-India,FS-Advanced,Working Professionals,search,Backend with Python,APIs and Databases,"python, backend",0.0012606019696874999,781.7681818181819,1.5640372890019212,KEEP,"QPI above Q3 (0.0013), CPQL below median (₹782)"
FS-India,FS-Advanced,Working Professionals,search,Backend with Python,APIs and Databases,"python, backend",0.0006386382335999999,1443.3616666666667,-1.0666471924868663,PAUSE,CPQL above 1.2x median (₹1443)
FS-India,FS-Advanced,Working Professionals,search,Backend with Python,APIs and Databases,"python, backend",0.0012458772383999999,784.0266666666666,1.5166301913671192,KEEP,"QPI above Q3 (0.0012), CPQL below median (₹784)"
FS-India,FS-Advanced,Working Professionals,search,Backend with Python,APIs and Databases,"python, backend",0.001172340528991632,672.9508333333333,1.4156365846432193,MONITOR,Performance within acceptable range
FS-India,FS-Advanced,Working Professionals,search,Backend with Python,APIs and Databases,"python, backend",0.000355191535,2955.2000000000003,-3.608478652349306,PAUSE,QPI below Q1 (0.0004)
DSA-India,DSA-Advanced,Working Professionals,youtube,Switch to Data Career,Job-ready capstone,"career switch, data",0.000314925175360224,792.2544444444444,0.3433598598785234,MONITOR,Performance within acceptable range
DSA-India,DSA-Advanced,Working Professionals,youtube,Switch to Data Career,Job-ready capstone,"career switch, data",0.0004376916424,576.057,1.1747557297625721,MONITOR,Performance within acceptable range
DSA-India,DSA-Advanced,Working Professionals,youtube,Switch to Data Career,Job-ready capstone,"career switch, data",0.00017172410827572,1365.78,-0.8120318613829419,PAUSE,CPQL above 1.2x median (₹1366)
DSA-India,DSA-Advanced,Working Professionals,youtube,Switch to Data Career,Job-ready capstone,"career switch, data",5.9806236557340004e-05,3428.8,-2.647731286638282,PAUSE,QPI below Q1 (0.0001)
DSA-India,DSA-Advanced,Working Professionals,youtube,Switch to Data Career,Job-ready capstone,"career switch, data",0.000278335405356624,713.6925,0.17816430224003052,MONITOR,Performance within acceptable range
DSA-India,DSA-Advanced,Working Professionals,youtube,Switch to Data Career,Job-ready capstone,"career switch, data",4.7580734419218e-05,4824.91,-3.5244912753069437,PAUSE,QPI below Q1 (0.0000)
DSA-India,DSA-Advanced,Working Professionals,youtube,Switch to Data Career,Job-ready capstone,"career switch, data",0.0003529149845,640.6800000000001,0.6495409302153156,MONITOR,Performance within acceptable range
DSA-India,DSA-Advanced,Working Professionals,youtube,Switch to Data Career,Job-ready capstone,"career switch, data",0.0005894566825,548.3318181818181,2.064175024244656,KEEP,"QPI above Q3 (0.0006), CPQL below median (₹548)"
DSA-India,DSA-Advanced,Working Professionals,youtube,Switch to Data Career,Job-ready capstone,"career switch, data",0.000358726555273086,1051.24875,0.44583916630306497,PAUSE,CPQL above 1.2x median (₹1051)
DSA-India,DSA-Advanced,Working Professionals,youtube,Switch to Data Career,Job-ready capstone,"career switch, data",0.0001299404488,1794.94,-1.300381739412642,PAUSE,QPI below Q1 (0.0001)
DSA-India,DSA-Advanced,Working Professionals,youtube,Switch to Data Career,Job-ready capstone,"career switch, data",0.00015140893950000002,1052.3466666666666,-0.747904104535747,PAUSE,QPI below Q1 (0.0002)
DSA-India,DSA-Advanced,Working Professionals,youtube,Switch to Data Career,Job-ready capstone,"career switch, data",0.00046204524099999997,587.4625,1.3083223537574207,KEEP,"QPI above Q3 (0.0005), CPQL below median (₹587)"
DSA-India,DSA-Advanced,Working Professionals,youtube,Switch to Data Career,Job-ready capstone,"career switch, data",0.000589727745364688,540.138,2.0704677901234914,KEEP,"QPI above Q3 (0.0006), CPQL below median (₹540)"
DSA-India,DSA-Advanced,Working Professionals,youtube,Switch to Data Career,Job-ready capstone,"career switch, data",0.000155659506,1711.7333333333333,-1.1043083076073095,PAUSE,CPQL above 1.2x median (₹1712)
DSA-India,DSA-Advanced,Working Professionals,youtube,Switch to Data Career,Job-ready capstone,"career switch, data",0.000328459405652568,518.7216666666667,0.5792434655332886,MONITOR,Performance within acceptable range
DSA-India,DSA-Advanced,Working Professionals,youtube,Switch to Data Career,Job-ready capstone,"career switch, data",0.00045134648917176,455.4890909090909,1.322979952825503,KEEP,"QPI above Q3 (0.0005), CPQL below median (₹455)"
